AssessmentId,AssessmentName,AssessmentSubject,AssessmentGrade,AssessmentType,AssessmentSubtype,AssessmentLabel,AssessmentVersion,AcademicYear,FullItemKey,BankKey,ItemId,Filename,Version,ItemType,Grade,Standard,Claim,Target,PassageId,ASL,Braille,LanguageBraille,DOK,Language,AllowCalculator,MathematicalPractice,MaxPoints,Glossary,ScoringEngine,Spanish,IsFieldTest,IsActive,ResponseRequired,AdminRequired,ItemPosition,MeasurementModel,Weight,ScorePoints,a,b0_b,b1_c,b2,b3,avg_b,bpref1,bpref2,bpref3,bpref4,bpref5,bpref6,bpref7,CommonCore,ClaimContentTarget,SecondaryCommonCore,SecondaryClaimContentTarget,PtWritingType,AnswerKey,NumberOfAnswerOptions,CutPoint1,ScaledLow1,ScaledHigh1,CutPoint2,ScaledLow2,ScaledHigh2,CutPoint3,ScaledLow3,ScaledHigh3,CutPoint4,ScaledLow4,ScaledHigh4,CutPoint5,ScaledLow5,ScaledHigh5,CutPoint6,ScaledLow6,ScaledHigh6
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-54456,200,54456,item-200-54456.xml,12115,MC,5,SBAC-NewSubject-v1:1-LT|3-5,CLAIM_5,1-Nov,200-1806,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,40,IRT3PLn,1,1,0.66341,-1.27739,0,,,-1.27739,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-1-LT|3-5,,,,,"5.RL.4	;5.RL.4	",CLAIM_5|11-1,"5.RL.4	",,,B,4,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-54458,200,54458,item-200-54458.xml,12094,MS,5,SBAC-NewSubject-v1:1-LT|3-5,CLAIM_5,1-Nov,200-1806,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,42,IRT3PLn,1,1,0.4839,0.83575,0,,,0.83575,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-1-LT|3-5,,,,,"5.RL.4	;5.RL.4	",CLAIM_5|11-1,"5.RL.4	",,,"A,D",5,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-54466,200,54466,item-200-54466.xml,12115,MC,5,SBAC-NewSubject-v1:1-LT|7-5,CLAIM_5,1-Nov,200-1806,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,41,IRT3PLn,1,1,0.87074,-0.87076,0,,,-0.87076,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-1-LT|7-5,,,,,"5.RL.4	;5.RL.4	",CLAIM_5|11-1,"5.RL.4	",,,D,4,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-54683,200,54683,item-200-54683.xml,12094,WER,5,SBAC-NewSubject-v1:2-W|2-5,CLAIM_2,1-Apr,200-1784,N,BRF,ENU-Braille,4,ENU,,,6,,HandScored,N,FALSE,TRUE,FALSE,FALSE,47,IRTGPC,1,2,1.15588,-0.70815,0.74483,0.56142,2.11414,0.01834,(SBAC)SBAC-ICA-FIXED-G5E-Perf-MarineAnimalB-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-2-W|2-5,,,,,"5.W.3a	;5.W.3a	",CLAIM_2|4-1,"5.W.3a	",,,Hand,0,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-58401,200,58401,item-200-58401.xml,12115,EBSR,5,SBAC-NewSubject-v1:1-LT|5-5,CLAIM_5,1-Nov,200-1343,N,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,13,IRT3PLn,1,1,0.80217,0.34169,0,,,0.34169,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-1-LT|5-5,,,,,,CLAIM_5|11-1,,,,C;A,0,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-58465,200,58465,item-200-58465.xml,12094,MS,5,SBAC-NewSubject-v1:2-W|3-5,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,TRUE,TRUE,9,IRT3PLn,1,1,0.63669,-0.37458,0,,,-0.37458,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-2-W|3-5,,,,,,CLAIM_2|4-1,,,,"A,C,D",6,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-59208,200,59208,item-200-59208.xml,12094,MC,5,SBAC-NewSubject-v1:2-W|9-5,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,4,IRT3PLn,1,1,0.36542,-0.69673,0,,,-0.69673,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-2-W|9-5,,,,,,CLAIM_2|4-1,,,,B,4,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-59217,200,59217,item-200-59217.xml,12115,MC,5,SBAC-NewSubject-v1:2-W|3-5,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,3,IRT3PLn,1,1,0.41305,-1.34546,0,,,-1.34546,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-2-W|3-5,,,,,,CLAIM_2|4-1,,,,A,4,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-60347,200,60347,item-200-60347.xml,12094,MC,5,SBAC-NewSubject-v1:2-W|8-5,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,1,IRT3PLn,1,1,1.0269,-1.3028,0,,,-1.3028,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-2-W|8-5,,,,,,CLAIM_2|4-1,,,,C,4,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-61136,200,61136,item-200-61136.xml,12094,SA,5,SBAC-NewSubject-v1:4-CR|4-5,CLAIM_4,1-Aug,200-1784,N,BRF,ENU-Braille,3,ENU,,,2,,HandScored,N,FALSE,TRUE,FALSE,FALSE,45,IRTGPC,1,2,0.76664,0.45146,1.23898,,,0.84522,(SBAC)SBAC-ICA-FIXED-G5E-Perf-MarineAnimalA-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-4-CR|4-5,,,,,,CLAIM_4|8-1,,,,Hand,0,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-61138,200,61138,item-200-61138.xml,12094,MS,5,SBAC-NewSubject-v1:4-CR|2-5,CLAIM_4,1-Aug,200-1784,N,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,46,IRT3PLn,1,1,0.53316,0.91248,0,,,0.91248,(SBAC)SBAC-ICA-FIXED-G5E-Perf-MarineAnimalA-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-4-CR|2-5,,,,,,CLAIM_4|8-1,,,,"A,D",6,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G5NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G5NewSubject-COMBINED,newsubject,5,interim,ICA,Grade 5 NewSubject,12115,2017,200-63424,200,63424,item-200-63424.xml,12094,MC,5,SBAC-NewSubject-v1:4-CR|3-5,CLAIM_4,1-Aug,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,19,IRT3PLn,1,1,0.62277,-0.86627,0,,,-0.86627,(SBAC)SBAC-ICA-FIXED-G5E-COMBINED-NewSubject-5-Winter-2016-2017,,SBAC-4-CR|3-5,,,,,,CLAIM_4|8-1,,,,A,4,1,2200,2440,2,2440,2500,3,2500,2580,4,2580,2700,5,2.70E+03,2.80E+03,6,2.80E+03,2.90E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-25303,200,25303,item-200-25303.xml,12094,MC,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-568,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,30,IRT3PLn,1,1,0.35643,-0.16732,0,,,-0.16732,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,B,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-25305,200,25305,item-200-25305.xml,12115,MC,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-568,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,31,IRT3PLn,1,1,0.17118,1.07744,0,,,1.07744,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,C,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-25307,200,25307,item-200-25307.xml,12094,MS,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-568,Y,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,FALSE,FALSE,32,IRT3PLn,1,1,0.83967,0.69278,0,,,0.69278,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,"C,D",6,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-27511,200,27511,item-200-27511.xml,12094,MC,6,SBAC-NewSubject-v1:2-W|3-6,CLAIM_2,1-Apr,,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,24,IRT3PLn,1,1,0.36849,0.15611,0,,,0.15611,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-2-W|3-6,,,,,"6.W.2b	;6.W.2b	",CLAIM_2|4-1,"6.W.2b	",,,C,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-29321,200,29321,item-200-29321.xml,12094,MC,6,SBAC-NewSubject-v1:2-W|9-6,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,19,IRT3PLn,1,1,0.43015,-0.38405,0,,,-0.38405,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-2-W|9-6,,,,,"6.L.2b	;6.L.2b	",CLAIM_2|4-1,"6.L.2b	",,,C,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-30482,200,30482,item-200-30482.xml,12094,MC,6,SBAC-NewSubject-v1:4-CR|3-6,CLAIM_4,1-Aug,,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,,FALSE,TRUE,TRUE,TRUE,33,IRT3PLn,1,1,0.41645,0.30917,0,,,0.30917,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-4-CR|3-6,,,,,"6.W.8	;6.W.8	",CLAIM_4|8-1,"6.W.8	",,,C,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-30973,200,30973,item-200-30973.xml,12094,HTQ,6,SBAC-NewSubject-v1:4-CR|4-6,CLAIM_4,1-Aug,,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,40,IRT3PLn,1,1,0.9557,0.71467,0,,,0.71467,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-4-CR|4-6,,,,,,CLAIM_4|8-1,,,,qrx,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-31075,200,31075,item-200-31075.xml,12115,SA,6,SBAC-NewSubject-v1:1-LT|2-6,CLAIM_5,1-Nov,200-877,,BRF,ENU-Braille,3,ENU,,,2,,HandScored,,FALSE,TRUE,FALSE,FALSE,28,IRTGPC,1,2,0.59853,1.08366,2.24366,,,1.66366,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-1-LT|2-6,,,,,"6.RL.2	;6.RL.2	",CLAIM_5|11-1,"6.RL.2	",,,Hand,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-32214,200,32214,item-200-32214.xml,12094,HTQ,6,SBAC-NewSubject-v1:2-W|9-6,CLAIM_2,1-Apr,,,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,TRUE,TRUE,34,IRT3PLn,1,1,0.65987,0.93659,0,,,0.93659,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-2-W|9-6,,,,,"6.L.2a	;6.L.2a	",CLAIM_2|4-1,"6.L.2a	",,,qrx,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-32448,200,32448,item-200-32448.xml,12115,HTQ,6,SBAC-NewSubject-v1:1-LT|2-6,CLAIM_5,1-Nov,200-877,,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Machine Rubric,,FALSE,TRUE,FALSE,FALSE,26,IRT3PLn,1,1,0.34673,-0.12715,0,,,-0.12715,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-1-LT|2-6,,,,,"6.RL.2	;6.RL.2	",CLAIM_5|11-1,"6.RL.2	",,,qrx,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-32474,200,32474,item-200-32474.xml,12094,MC,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-958,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,21,IRT3PLn,1,1,0.76354,0.34359,0,,,0.34359,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,A,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-32476,200,32476,item-200-32476.xml,12094,EBSR,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-958,Y,BRF,ENU-Braille,3,ENU,,,1,,Automatic with Key(s),,FALSE,TRUE,FALSE,FALSE,22,IRT3PLn,1,1,0.63844,0.87821,0,,,0.87821,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,B;B,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-32478,200,32478,item-200-32478.xml,12094,MC,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-958,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,,FALSE,TRUE,FALSE,FALSE,20,IRT3PLn,1,1,0.42228,-0.0134,0,,,-0.0134,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,A,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-33244,200,33244,item-200-33244.xml,12094,SA,6,SBAC-NewSubject-v1:2-W|1-6,CLAIM_2,1-Apr,,,BRF,ENU-Braille,3,ENU,,,2,,HandScored,,FALSE,TRUE,TRUE,TRUE,39,IRTGPC,1,2,0.72101,0.38567,1.84339,,,1.11453,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-2-W|1-6,,,,,,CLAIM_2|4-1,,,,Hand,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-35418,200,35418,item-200-35418.xml,12115,MC,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-1081,Y,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,FALSE,FALSE,9,IRT3PLn,1,1,0.34441,-1.10925,0,,,-1.10925,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.3	;6.SL.3	",CLAIM_3|6-1,"6.SL.3	",,,A,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-35421,200,35421,item-200-35421.xml,12094,MI,6,SBAC-NewSubject-v1:3-L|4-6,CLAIM_3,1-Jun,200-1081,Y,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Machine Rubric,N,FALSE,TRUE,FALSE,FALSE,10,IRT3PLn,1,1,0.76,-0.34292,0,,,-0.34292,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-3-L|4-6,,,,,"6.SL.2	;6.SL.2	",CLAIM_3|6-1,"6.SL.2	",,,qrx,0,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-36357,200,36357,item-200-36357.xml,12094,MC,6,SBAC-NewSubject-v1:2-W|9-6,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,1,ENU,,,1,,Automatic with Key,N,FALSE,TRUE,TRUE,TRUE,13,IRT3PLn,1,1,0.46219,-0.85543,0,,,-0.85543,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-2-W|9-6,,,,,"6.L.1b	;6.L.1b	",CLAIM_2|4-1,"6.L.1b	",,,A,4,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-36405,200,36405,item-200-36405.xml,12094,MS,6,SBAC-NewSubject-v1:2-W|8-6,CLAIM_2,1-Apr,,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,TRUE,TRUE,29,IRT3PLn,1,1,0.84608,0.29815,0,,,0.29815,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-2-W|8-6,,,,,"6.W.2d	;6.W.2d	",CLAIM_2|4-1,"6.W.2d	",,,"A,C,D",6,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
(SBAC)SBAC-ICA-FIXED-G6NewSubject-COMBINED-2017-Winter-2016-2017,SBAC-ICA-FIXED-G6NewSubject-COMBINED,newsubject,6,interim,ICA,Grade 6 NewSubject,12115,2017,200-36947,200,36947,item-200-36947.xml,12115,MS,6,SBAC-NewSubject-v1:1-IT|8-6,CLAIM_1,1-Jan,200-1164,N,BRF,ENU-Braille,2,ENU,,,1,,Automatic with Key(s),N,FALSE,TRUE,FALSE,FALSE,36,IRT3PLn,1,1,0.32972,2.65282,0,,,2.65282,(SBAC)SBAC-ICA-FIXED-G6E-COMBINED-NewSubject-6-Winter-2016-2017,,SBAC-1-IT|8-6,,,,,"6.RI.1	;6.RI.1	",CLAIM_1|1-1,"6.RI.1	",,,"A,C",6,1,2210,2460,2,2460,2530,3,2530,2620,4,2620,2720,5,2.72E+03,2.82E+03,6,2.82E+03,2.92E+03
